**********
Total number of connected components: 41948
**********
Word | # Components | Max Degree :# Vertices w/ Max Degree | Word List w/ Max Degree
reluctance                   |    2 |    1 : 2    | ['inductance', 'sceptical'] 
reluctant                    |    2 |    1 : 2    | ['groom', 'unwilling'] 
reluctantly                  |    2 |    1 : 2    | ['acquiesce', 'unwillingly'] 
rely                         |    2 |    1 : 2    | ['dependence', 'trustee'] 
relying                      |    2 |    1 : 2    | ['counting', 'relaying'] 
remain                       |    8 |    1 : 8    | ['constant', 'halt', 'left', 'persist', 'place', 'prevail', 'stay', 'staying'] 
remainder                    |    6 |    1 : 6    | ['change', 'division', 'reminder', 'remnants', 'residue', 'surplus'] 
remaining                    |    6 |    1 : 6    | ['countdown', 'left', 'left-overs', 'rest', 'still', 'strong'] 
remains                      |   17 |    5 : 1    | ['stays'] 
remake                       |    9 |    2 : 1    | ['renew'] 
remakes                      |    2 |    1 : 2    | ['ducktales', 'gba'] 
remapping                    |    2 |    1 : 2    | ['mutation', 'strife'] 
remark                       |   13 |    2 : 3    | ['comment', 'rude', 'statement'] 
remarkable                   |   10 |    2 : 2    | ['extraordinary', 'noteworthy'] 
remarriage                   |    2 |    1 : 2    | ['divorce', 'indecision'] 
remaster                     |    2 |    1 : 2    | ['annoying', 'redux'] 
remastered                   |    6 |    1 : 6    | ['enhanced', 'mcduck', 'reconstruct', 'regroup', 'remake', 'remix'] 
rembrandt                    |    4 |    1 : 4    | ['artform', 'baroque', 'impressionism', 'renoir'] 
remedial                     |    1 |    1 : 1    | ['remedies'] 
remediation                  |    2 |    1 : 2    | ['compensation', 'modifications'] 
remedies                     |    4 |    1 : 4    | ['cures', 'hangover', 'herbs', 'remedial'] 
remedy                       |   27 |    9 : 1    | ['cure'] 
remember                     |   32 |    6 : 1    | ['forget'] 
remembered                   |    6 |    1 : 6    | ['deceased', 'forgot', 'knew', 'memories', 'memorize', 'thought'] 
remembering                  |    4 |    1 : 4    | ['panicking', 'reflecting', 'reliving', 'snow'] 
remembrance                  |   12 |    2 : 2    | ['day', 'memorial'] 
remerchandise                |    2 |    1 : 2    | ['rearrange', 'regift'] 
remind                       |    4 |    1 : 4    | ['foreshadowing', 'forget', 'kindly', 'remember'] 
reminder                     |    8 |    1 : 8    | ['amnesia', 'date', 'event', 'forget', 'forgetful', 'memoir', 'remainder', 'reviewer'] 
reminders                    |    2 |    1 : 2    | ['alarms', 'memos'] 
reminding                    |    2 |    1 : 2    | ['flashback', 'nostalgia'] 
reminisce                    |   10 |    2 : 2    | ['memories', 'nostalgia'] 
reminiscence                 |    2 |    1 : 2    | ['experiences', 'memory'] 
reminiscer                   |    1 |    1 : 1    | ['thinker'] 
reminiscing                  |    2 |    1 : 2    | ['days', 'romancing'] 
remittance                   |    2 |    1 : 2    | ['remuneration', 'wages'] 
remix                        |    6 |    1 : 6    | ['again', 'dj', 'remastered', 'tape', 'tonight', 'trickster'] 
remixes                      |    2 |    1 : 2    | ['mixs', 'record'] 
remnant                      |    4 |    1 : 4    | ['carpet', 'fighter', 'group', 'piece'] 
remnants                     |    6 |    1 : 6    | ['ashes', 'crumbs', 'pieces', 'remainder', 'remains', 'shrapnel'] 
remo                         |    2 |    1 : 2    | ['destroyer', 'williams'] 
remodel                      |    6 |    1 : 6    | ['redecorate', 'redo', 'refurbish', 'renovate', 'restore', 'revamp'] 
remodeled                    |    2 |    1 : 2    | ['redone', 'refashion'] 
remorse                      |    7 |    2 : 1    | ['regret'] 
remorseful                   |    2 |    1 : 2    | ['regretful', 'thoughtful'] 
remorseless                  |    2 |    1 : 2    | ['lightweight', 'volcano'] 
remote                       |   34 |   22 : 1    | ['control'] 
remotes                      |    2 |    1 : 2    | ['controls', 'distant'] 
removal                      |   22 |    3 : 1    | ['hair'] 
remove                       |   29 |    3 : 1    | ['take'] 
removed                      |   14 |    4 : 1    | ['deleted'] 
remover                      |   12 |    2 : 3    | ['eraser', 'polish', 'stain'] 
removes                      |    2 |    1 : 2    | ['extracts', 'takes'] 
remunerate                   |    2 |    1 : 2    | ['compensate', 'paycheck'] 
remuneration                 |    6 |    1 : 6    | ['compensation', 'disbursement', 'expenditure', 'payment', 'remittance', 'wage'] 
remy                         |    2 |    1 : 2    | ['cointreau', 'pol'] 
renaissance                  |   26 |    2 : 2    | ['art', 'enlightenment'] 
renanimated                  |    2 |    1 : 2    | ['decompose', 'reanimator'] 
renault                      |    4 |    1 : 4    | ['car', 'france', 'jean', 'scenic'] 
rend                         |    4 |    1 : 4    | ['chomp', 'fend', 'send', 'tear'] 
render                       |    5 |    1 : 5    | ['chloroform', 'error', 'garbage', 'service', 'video'] 
rendered                     |    6 |    5 : 1    | ['services'] 
rendering                    |    1 |    1 : 1    | ['fat'] 
rendez-vous                  |    3 |    2 : 1    | ['meeting'] 
rendezvous                   |    6 |    1 : 6    | ['appointment', 'date', 'encounter', 'french', 'me', 'secretive'] 
rending                      |    2 |    1 : 2    | ['gnidner', 'windar'] 
rendition                    |    6 |    1 : 6    | ['cia', 'description', 'perdition', 'performance', 'sedition', 'treatment'] 
renee                        |    2 |    1 : 2    | ['renee', 'walkway'] 
renegade                     |    9 |    2 : 1    | ['rebel'] 
renegades                    |    2 |    1 : 2    | ['kubrick', 'outlaw'] 
renege                       |    2 |    1 : 2    | ['betray', 'recision'] 
renew                        |   29 |    3 : 2    | ['restore', 'subscription'] 
renewal                      |   13 |    2 : 2    | ['rebirth', 'subscription'] 
renewed                      |    4 |    1 : 4    | ['energy', 'refreshed', 'repaired', 'revived'] 
renews                       |    2 |    1 : 2    | ['re-up', 'repairs'] 
rennet                       |    3 |    2 : 1    | ['cheese'] 
reno                         |    2 |    1 : 2    | ['nevada', 'tahoe'] 
renoir                       |    2 |    1 : 2    | ['impressionism', 'rembrandt'] 
renounce                     |    4 |    1 : 4    | ['disassociate', 'pronounce', 'repudiate', 'resign'] 
renovate                     |   11 |    2 : 1    | ['redo'] 
renovation                   |    6 |    1 : 6    | ['alteration', 'construction', 'conversion', 'innovation', 'renaissance', 'restoration'] 
renown                       |    4 |    1 : 4    | ['fame', 'infamous', 'known', 'notoriety'] 
renowned                     |    2 |    1 : 2    | ['astouned', 'legendary'] 
rent                         |   33 |    5 : 1    | ['apartment'] 
rent-a-car                   |    2 |    1 : 2    | ['budget', 'rent-a-cop'] 
rent-a-cop                   |    2 |    1 : 2    | ['protection', 'rent-a-car'] 
rental                       |   12 |    3 : 1    | ['car'] 
rented                       |    2 |    1 : 2    | ['charter', 'leased'] 
renter                       |    2 |    1 : 2    | ['ho4', 'lessee'] 
rep                          |    4 |    1 : 4    | ['congress', 'rap', 'sales', 'sport'] 
repair                       |   59 |   23 : 1    | ['fix'] 
repaired                     |    7 |    5 : 1    | ['fixed'] 
repairing                    |    4 |    1 : 4    | ['broken', 'fixing', 'patching', 'recurring'] 
repairman                    |    4 |    1 : 4    | ['fixer', 'handyman', 'repair', 'tradesman'] 
repairs                      |    7 |    2 : 3    | ['fix', 'fixes', 'parts'] 
reparation                   |    3 |    1 : 3    | ['booty', 'frank', 'rehabilitation'] 
repatriate                   |    2 |    1 : 2    | ['deport', 'reenactment'] 
repay                        |    3 |    1 : 3    | ['borrow', 'compensate', 'debt'] 
repeal                       |    3 |    1 : 3    | ['abrogate', 'annul', 'instigate'] 
repeat                       |   57 |   22 : 1    | ['again'] 
repeated                     |   10 |    1 : 10   | ['continual', 'cycle', 'duplicate', 'history', 'loop', 'pattern', 'reiterated', 'repetition', 'shelter', 'was'] 
repeatedly                   |    2 |    1 : 2    | ['annoying', 'bludgeon'] 
repeater                     |    7 |    1 : 7    | ['again', 'ditto', 'electric', 'lincoln', 'penis', 'splitter', 'station'] 
repeating                    |    7 |    2 : 1    | ['recurring'] 
repeats                      |    2 |    1 : 2    | ['chorus', 'history'] 
repeattrooper                |    2 |    1 : 2    | ['customer', 'replay'] 
repel                        |    7 |    1 : 7    | ['abseil', 'defy', 'deter', 'fend', 'magnetic', 'phobia', 'repulsion'] 
repeled                      |    2 |    1 : 2    | ['fend', 'shielded'] 
repellant                    |    3 |    2 : 1    | ['insect'] 
repellent                    |   16 |    4 : 1    | ['bug'] 
repelling                    |    4 |    1 : 4    | ['oops', 'repugnant', 'smelling', 'spelunking'] 
repels                       |    2 |    1 : 2    | ['attraction', 'eggshell'] 
repenisance                  |    2 |    1 : 2    | ['morals', 'repentance'] 
repent                       |    2 |    1 : 2    | ['rebuke', 'rue'] 
repentance                   |    4 |    1 : 4    | ['penis', 'regret', 'religion', 'repenisance'] 
repercussions                |    4 |    1 : 4    | ['answers', 'consequences', 'echo', 'ramifications'] 
repertoire                   |    2 |    1 : 2    | ['arsenal', 'collection'] 
repetetive                   |    2 |    1 : 2    | ['android', 'playlist'] 
repetition                   |   51 |    4 : 1    | ['monotony'] 
repetitive                   |   23 |    2 : 1    | ['again'] 
repetitiveness               |    3 |    1 : 3    | ['mental', 'ocd', 'stutter'] 
rephaim                      |    2 |    1 : 2    | ['fail', 'nephilim'] 
repitition                   |    1 |    2 : 1    | ['technology'] 
replace                      |   12 |    4 : 2    | ['repair', 'substitute'] 
replaceable                  |    2 |    1 : 2    | ['fixable', 'traceable'] 
replacement                  |   11 |    6 : 1    | ['hip'] 
replacements                 |    1 |    1 : 1    | ['stink'] 
replant                      |    2 |    1 : 2    | ['rehab', 'rerelease'] 
replay                       |   15 |    2 : 2    | ['instant', 'repeat'] 
replenish                    |    4 |    1 : 4    | ['consume', 'ingest', 'renew', 'shop'] 
replenished                  |    2 |    1 : 2    | ['nourished', 'stocked'] 
replete                      |    2 |    1 : 2    | ['abundant', 'empty'] 
repleted                     |    1 |    1 : 1    | ['full'] 
replica                      |    6 |    1 : 6    | ['copy', 'duplicate', 'facsimile', 'fake', 'model', 'wabbit'] 
replicant                    |    8 |    1 : 8    | ['biorobotic', 'bladerunner', 'chatty', 'clone', 'replicate', 'robots', 'unicorn', 'voight-kampff'] 
replicants                   |    2 |    1 : 2    | ['machines', 'nexus'] 
replicate                    |    6 |    4 : 2    | ['copy', 'duplicate'] 
replicator                   |    2 |    1 : 2    | ['reproduction', 'transporter'] 
replier                      |    2 |    1 : 2    | ['answer', 'poster'] 
replies                      |    6 |    1 : 6    | ['answers', 'forums', 'questions', 'reptiles', 'response', 'spam'] 
reply                        |   30 |   14 : 1    | ['answer'] 
repo                         |    2 |    1 : 2    | ['bankrupt', 'man'] 
reponse                      |    1 |    1 : 1    | ['question'] 
report                       |   55 |   13 : 1    | ['card'] 
reporter                     |    8 |    3 : 1    | ['newspaper'] 
reporters                    |    2 |    1 : 2    | ['cameras', 'news'] 
reports                      |    2 |    1 : 2    | ['cards', 'statements'] 
repose                       |    4 |    1 : 4    | ['impose', 'post', 'suddenly', 'vacation'] 
reposition                   |    2 |    1 : 2    | ['bed', 'turnover'] 
repository                   |    2 |    1 : 2    | ['marionette', 'string'] 
repossession                 |    1 |    1 : 1    | ['ford'] 
reprehensible                |    2 |    1 : 2    | ['deplorable', 'uncouth'] 
represent                    |    3 |    1 : 3    | ['agent', 'iconic', 'sell'] 
representation               |    7 |    2 : 1    | ['symbol'] 
representative               |    5 |    1 : 5    | ['delegate', 'emissary', 'lawyer', 'manager', 'volunteer'] 
repressed                    |    2 |    1 : 2    | ['dictator', 'stagnated'] 
repression                   |    6 |    2 : 2    | ['domination', 'oppression'] 
reprieve                     |    5 |    1 : 5    | ['befuddlements', 'chance', 'find', 'pardon', 'resolution'] 
reprimand                    |    2 |    1 : 2    | ['official', 'punishment'] 
reprobate                    |   11 |    2 : 1    | ['miscreant'] 
reproduce                    |   13 |    1 : 13   | ['clone', 'consume', 'copy', 'duplicate', 'echo', 'life', 'mitosis', 'multiply', 'obey', 'offspring', 'replicate', 'sex', 'workstation'] 
reproduced                   |    2 |    1 : 2    | ['copied', 'pirate'] 
reproduction                 |   23 |    2 : 2    | ['birth', 'recreation'] 
reproductive                 |    2 |    1 : 2    | ['baby', 'unproductive'] 
reproof                      |    2 |    1 : 2    | ['galley', 'regret'] 
reptile                      |   28 |   11 : 1    | ['lizard'] 
reptiles                     |    7 |    2 : 1    | ['snakes'] 
reptilian                    |    7 |    3 : 1    | ['lizard'] 
reptoids                     |    2 |    1 : 2    | ['dinosaur', 'shark'] 
republic                     |   27 |    7 : 1    | ['banana'] 
republican                   |   23 |    3 : 1    | ['democrat'] 
republicanism                |    1 |    1 : 1    | ['sickness'] 
republicans                  |    8 |    1 : 8    | ['bureaucracy', 'democrats', 'elephant', 'elephants', 'nazism', 'party', 'pig', 'skin'] 
repudiate                    |    2 |    1 : 2    | ['deny', 'renounce'] 
repugnance                   |    2 |    1 : 2    | ['loathing', 'lust'] 
repugnant                    |    6 |    2 : 1    | ['vile'] 
repulse                      |    4 |    1 : 4    | ['disgusted', 'magnetize', 'malodorousness', 'repellent'] 
repulser                     |    2 |    1 : 2    | ['ray', 'sweetlips'] 
repulsion                    |   13 |    2 : 1    | ['attraction'] 
repulsive                    |   17 |    4 : 1    | ['gross'] 
repurcussion                 |    2 |    1 : 2    | ['percussion', 'trauma'] 
repurpose                    |    2 |    1 : 2    | ['longevity', 'recycle'] 
reputation                   |   10 |    1 : 10   | ['bad', 'character', 'damaged', 'eminence', 'honor', 'infamous', 'opinion', 'ruined', 'trustworthy', 'webutation'] 
repute                       |    2 |    1 : 2    | ['dispute', 'odour'] 
request                      |   16 |    4 : 1    | ['denied'] 
requested                    |    4 |    1 : 4    | ['demand', 'inquired', 'sought', 'summoned'] 
requiem                      |    7 |    2 : 1    | ['dirge'] 
require                      |    3 |    1 : 3    | ['desire', 'longing', 'need'] 
required                     |   15 |    5 : 1    | ['needed'] 
requirement                  |   18 |    4 : 1    | ['obligation'] 
requirements                 |    6 |    1 : 6    | ['customization', 'necessities', 'needs', 'room', 'rules', 'standards'] 
requires                     |    2 |    1 : 2    | ['lack', 'needs'] 
requisite                    |    2 |    1 : 2    | ['musts', 'required'] 
requisites                   |    2 |    1 : 2    | ['addictions', 'musts'] 
requisition                  |    4 |    1 : 4    | ['application', 'conquer', 'request', 'supplies'] 
requisitions                 |    2 |    1 : 2    | ['request', 'supplies'] 
reran                        |    2 |    1 : 2    | ['relived', 'repeat'] 
rerelease                    |    2 |    1 : 2    | ['replant', 'rerun'] 
reroute                      |    2 |    1 : 2    | ['divert', 'switch'] 
rerun                        |    9 |    2 : 1    | ['television'] 
reruns                       |    1 |    1 : 1    | ['leftovers'] 
resale                       |    1 |    1 : 1    | ['wholesale'] 
rescheduled                  |    2 |    1 : 2    | ['cancelled', 'forfeit'] 
rescue                       |   36 |    4 : 3    | ['dog', 'save', 'search'] 
rescued                      |    4 |    1 : 4    | ['grabbed', 'liberated', 'resuscitated', 'saved'] 
rescuer                      |    2 |    1 : 2    | ['hero', 'savior'] 
reseach                      |    2 |    1 : 2    | ['mouse', 'science'] 
research                     |   50 |    5 : 2    | ['science', 'study'] 
researcher                   |    2 |    1 : 2    | ['cure', 'historian'] 
researchers                  |    2 |    1 : 2    | ['research', 'scientist'] 
researches                   |    2 |    1 : 2    | ['investigates', 'learns'] 
resect                       |    2 |    1 : 2    | ['dissect', 'excision'] 
resection                    |    2 |    1 : 2    | ['destruction', 'grapefruit'] 
resemblance                  |    2 |    1 : 2    | ['conformance', 'similarity'] 
resemble                     |    2 |    1 : 2    | ['appear', 'emblem'] 
resentful                    |    6 |    1 : 6    | ['bitter', 'envy', 'grudge', 'naoh', 'obligated', 'spiteful'] 
resentment                   |    9 |    2 : 2    | ['hatred', 'jealousy'] 
reservation                  |    9 |    3 : 1    | ['hotel'] 
reservations                 |    4 |    1 : 4    | ['arrangement', 'bills', 'bookings', 'qualms'] 
reserve                      |   13 |    4 : 1    | ['book'] 
reserved                     |   11 |    2 : 1    | ['table'] 
reserved-parking-spaces      |    2 |    1 : 2    | ['disability', 'mrchicity'] 
reservoir                    |    9 |    3 : 1    | ['dogs'] 
reservoirs                   |    1 |    1 : 1    | ['welcome'] 
reset                        |   13 |    2 : 3    | ['hard', 'new', 'restart'] 
reside                       |    2 |    1 : 2    | ['desire', 'resident'] 
residence                    |    6 |    8 : 1    | ['home'] 
residences                   |    2 |    1 : 2    | ['abodes', 'homes'] 
resident                     |   14 |    6 : 1    | ['evil'] 
residential                  |    2 |    1 : 2    | ['abode', 'area'] 
resides                      |    2 |    1 : 2    | ['home', 'lives'] 
residing                     |    2 |    1 : 2    | ['living', 'occupying'] 
residual                     |    2 |    1 : 2    | ['effect', 'leftover'] 
residue                      |    8 |    2 : 1    | ['film'] 
resign                       |    5 |    1 : 5    | ['design', 'king', 'quit', 'renounce', 'unemployed'] 
resignation                  |    6 |    1 : 6    | ['ceo', 'despair', 'inevitability', 'nixon', 'oh', 'sigh'] 
resigned                     |    3 |    1 : 3    | ['agraman', 'designer', 'left'] 
resilience                   |    7 |    1 : 7    | ['compromise', 'flexibility', 'flexible', 'patience', 'reconcilability', 'reuse', 'stamina'] 
resilient                    |   12 |    1 : 12   | ['destructive', 'elastic', 'flexible', 'hardy', 'hearty', 'mettle', 'residue', 'roaches', 'rubber', 'strength', 'survivor', 'tough'] 
resin                        |    7 |    1 : 7    | ['glue', 'mastic', 'pine', 'sap', 'sperm', 'sticky', 'vinyl'] 
resist                       |   12 |    1 : 12   | ['assimulate', 'balking', 'fight', 'force', 'futile', 'hippies', 'jedi', 'oppose', 'persist', 'protest', 'resistible', 'struggle'] 
resistance                   |   35 |   11 : 1    | ['futile'] 
resistant                    |   10 |    1 : 10   | ['denial', 'fit', 'medicine', 'obdurate', 'obstinate', 'recalcitrant', 'rust', 'slip', 'strong', 'unwilling'] 
resister                     |    2 |    1 : 2    | ['resistor', 'sister'] 
resistible                   |    2 |    1 : 2    | ['charming', 'resist'] 
resistor                     |    4 |    1 : 4    | ['capacitor', 'diodes', 'ohm', 'resister'] 
resistors                    |    2 |    1 : 2    | ['capacitors', 'resistance'] 
resists                      |    2 |    1 : 2    | ['oppose', 'rebells'] 
resize                       |    2 |    1 : 2    | ['revise', 'size'] 
resolute                     |    2 |    1 : 2    | ['adamant', 'determined'] 
resolution                   |   24 |    6 : 1    | ['conflict'] 
resolutions                  |    2 |    1 : 2    | ['dieting', 'willpower'] 
resolve                      |   11 |    2 : 2    | ['determination', 'resolution'] 
resolved                     |    2 |    1 : 2    | ['agreeable', 'determined'] 
resolving                    |    2 |    1 : 2    | ['absolving', 'solution'] 
resonance                    |    7 |    1 : 7    | ['chant', 'collapse', 'echo', 'failure', 'frequency', 'trance', 'vibrations'] 
resonate                     |    6 |    1 : 6    | ['aromatic', 'echo', 'nah', 'reverberate', 'throb', 'vibrate'] 
resort                       |   15 |    3 : 1    | ['hotel'] 
resounding                   |    4 |    1 : 4    | ['about', 'noise', 'sonorous', 'vibrant'] 
resource                     |   15 |    3 : 1    | ['natural'] 
resourceful                  |   10 |    1 : 10   | ['adaptive', 'cunning', 'ingenious', 'ingeniuous', 'ingenuity', 'manifiold', 'money', 'practical', 'skilfully', 'stoic'] 
resources                    |   12 |    2 : 2    | ['assets', 'finite'] 
respawned                    |    2 |    1 : 2    | ['defeated', 'splat'] 
respawning                   |    1 |    1 : 1    | ['awning'] 
respect                      |   52 |    6 : 1    | ['admire'] 
respectable                  |    6 |    1 : 6    | ['estimable', 'honorable', 'professionalism', 'reciprocation', 'royal', 'trustworthy'] 
respectful                   |    6 |    1 : 6    | ['elders', 'helpful', 'honourable', 'kind', 'reverent', 'subservient'] 
respectfully                 |    2 |    1 : 2    | ['friendly', 'honestly'] 
respiration                  |    5 |    2 : 1    | ['breathing'] 
respire                      |    2 |    1 : 2    | ['breathe', 'perspire'] 
respite                      |   12 |    1 : 12   | ['bed', 'breather', 'get-away', 'heaven', 'hospice', 'intermission', 'moratorium', 'oasis', 'relaxing', 'sanctuary', 'tranquil', 'vacation'] 
resplendent                  |    4 |    1 : 4    | ['attire', 'beautiful', 'magnificent', 'regal'] 
respond                      |    3 |    3 : 1    | ['reply'] 
response                     |   36 |    7 : 1    | ['reaction'] 
responsibilities             |   12 |    1 : 12   | ['adults', 'citizen', 'decisions', 'duty', 'ethics', 'liabilities', 'liability', 'mature', 'parenting', 'society', 'tasks', 'tort'] 
responsibility               |   33 |    6 : 1    | ['duty'] 
responsible                  |    5 |    2 : 1    | ['accountable'] 
responsive                   |    2 |    1 : 2    | ['reactive', 'telekinesis'] 
resset                       |    2 |    1 : 2    | ['renew', 'start'] 
ressource                    |    2 |    1 : 2    | ['exhaustion', 'management'] 
rest                         |   75 |   25 : 1    | ['sleep'] 
restart                      |   21 |    5 : 1    | ['reboot'] 
restarting                   |    2 |    1 : 2    | ['rebuilding', 'rehab'] 
restate                      |    2 |    1 : 2    | ['resubscribe', 'reup'] 
restaurant                   |   56 |    6 : 1    | ['waiter'] 
rested                       |    2 |    1 : 2    | ['kid', 'revived'] 
restful                      |    6 |    2 : 2    | ['peaceful', 'soothing'] 
restfull                     |    2 |    1 : 2    | ['meditation', 'tranquility'] 
resting                      |   10 |    2 : 2    | ['napping', 'relaxed'] 
restitution                  |    2 |    1 : 2    | ['compensation', 'payment'] 
restive                      |    2 |    1 : 2    | ['festive', 'restlessness'] 
restless                     |   17 |    3 : 1    | ['insomnia'] 
restlessness                 |    8 |    1 : 8    | ['active', 'annoyance', 'boredom', 'contemplation', 'fatigue', 'insomnia', 'restive', 'zombie'] 
restoration                  |    7 |    2 : 1    | ['reconstruct'] 
restore                      |   22 |    3 : 2    | ['renew', 'repair'] 
restored                     |    5 |    2 : 1    | ['repaired'] 
restoring                    |    4 |    1 : 4    | ['reboot', 'rebuilding', 'redoing', 'refurbish'] 
restrain                     |    9 |    2 : 1    | ['hold'] 
restrained                   |    6 |    1 : 6    | ['baffled', 'control', 'cuffed', 'held', 'narcotised', 'sedated'] 
restraining                  |    2 |    1 : 2    | ['holding', 'order'] 
restraint                    |   10 |    1 : 10   | ['arrested', 'belt', 'chinstrap', 'clothing', 'controlled', 'handcuffs', 'hesitation', 'limitation', 'reticence', 'ropes'] 
restraints                   |    5 |    1 : 5    | ['attendant', 'crated', 'freedom', 'handcuffs', 'leather'] 
restrepo                     |    2 |    1 : 2    | ['historian', 'war'] 
restrict                     |    9 |    2 : 1    | ['access'] 
restricted                   |    8 |    5 : 1    | ['area'] 
restricting                  |    2 |    1 : 2    | ['banning', 'penis'] 
restriction                  |   10 |    2 : 2    | ['limit', 'limitation'] 
restrictions                 |    6 |    1 : 6    | ['diet', 'laws', 'limit', 'limits', 'pest', 'rose'] 
restrictive                  |    4 |    1 : 4    | ['dial-up', 'drm', 'limited', 'manacles'] 
restroom                     |    2 |    1 : 2    | ['lavatory', 'public'] 
restructure                  |    2 |    1 : 2    | ['reform', 'surgery'] 
restructured                 |    2 |    1 : 2    | ['jobs', 'metamorphosis'] 
rests                        |    4 |    1 : 4    | ['labours', 'leftovers', 'sleep', 'stops'] 
resturant                    |    2 |    1 : 2    | ['hooters', 'menu'] 
resubscribe                  |    2 |    1 : 2    | ['renew', 'restate'] 
result                       |   22 |    4 : 1    | ['consequence'] 
results                      |   25 |    4 : 2    | ['consequences', 'test'] 
resume                       |    5 |    2 : 1    | ['continue'] 
resurection                  |    2 |    1 : 2    | ['easter', 'zombie'] 
resurfacing                  |    2 |    1 : 2    | ['pave', 'texture'] 
resurgence                   |    2 |    1 : 2    | ['death', 'encore'] 
resurrect                    |    7 |    1 : 7    | ['arise', 'death', 'die', 'jesus', 'rebuild', 'restart', 'revive'] 
resurrected                  |    3 |    1 : 3    | ['death', 'redemption', 'zombified'] 
resurrection                 |   26 |    4 : 1    | ['zombie'] 
resurrects                   |    2 |    1 : 2    | ['jesus', 'returns'] 
resuscitate                  |    5 |    1 : 5    | ['awaken', 'doctor', 'relive', 'revive', 'shock'] 
resuscitated                 |    2 |    1 : 2    | ['deceased', 'rescued'] 
resuscitation                |    7 |    2 : 1    | ['cpr'] 
retail                       |   19 |    5 : 1    | ['wholesale'] 
retain                       |    6 |    2 : 2    | ['hold', 'keep'] 
retainer                     |    8 |    1 : 8    | ['allowance', 'braces', 'deposit', 'hireling', 'recliner', 'retain', 'salary', 'underling'] 
retaliate                    |    7 |    2 : 2    | ['malice', 'revenge'] 
retaliation                  |    4 |    1 : 4    | ['avenge', 'offensive', 'revengeance', 'vindictive'] 
retard                       |    6 |    1 : 6    | ['favour', 'offensive', 'party', 'slow', 'social', 'stupid'] 
retardant                    |    2 |    1 : 2    | ['fire', 'imbecile'] 
retarded                     |    7 |    1 : 7    | ['backward', 'charity', 'immature', 'spastic', 'tardis', 'underdeveloped', 'walmart'] 
retardent                    |    2 |    1 : 2    | ['fireproof', 'flame'] 
retards                      |    6 |    1 : 6    | ['democrat', 'monkeys', 'politicians', 'slang', 'slow', 'stupidity'] 
retch                        |    2 |    1 : 2    | ['carrots', 'gag'] 
retcon                       |    1 |    1 : 1    | ['invaders'] 
retell                       |    4 |    1 : 4    | ['clarify', 'recap', 'reiterate', 'reiterated'] 
retelling                    |    1 |    1 : 1    | ['myths'] 
retention                    |    4 |    1 : 4    | ['fluid', 'keep', 'obese', 'water'] 
retentive                    |    1 |    1 : 1    | ['absorption'] 
reti                         |    2 |    1 : 2    | ['cultu', 'inspi'] 
reticence                    |    2 |    1 : 2    | ['introvert', 'restraint'] 
reticent                     |    4 |    1 : 4    | ['cautious', 'hesitate', 'loquacious', 'reticle'] 
reticle                      |    1 |    1 : 1    | ['reticent'] 
retina                       |   15 |    5 : 1    | ['eye'] 
retinoclularismal            |    2 |    1 : 2    | ['eye', 'um'] 
retinohypothalamic           |    2 |    1 : 2    | ['enucleation', 'eyeballs'] 
retire                       |   11 |    4 : 1    | ['pension'] 
retired                      |   15 |    1 : 15   | ['decommissioned', 'elderly', 'ended', 'finished', 'fled', 'freedom', 'holiday', 'keegan', 'octogenarian', 'pension', 'pensioner', 'redundant', 'relaxing', 'vacation', 'working'] 
retiree                      |    2 |    1 : 2    | ['old', 'senior'] 
retirees                     |    2 |    1 : 2    | ['seniors', 'snowbirds'] 
retirement                   |   20 |    3 : 1    | ['relaxation'] 
retires                      |    2 |    1 : 2    | ['pension', 'works'] 
retiring                     |    2 |    1 : 2    | ['humble', 'resting'] 
retort                       |   10 |    4 : 1    | ['reply'] 
retorts                      |    2 |    1 : 2    | ['remark', 'zingers'] 
retrace                      |    2 |    1 : 2    | ['backtrack', 'revisit'] 
retractable                  |    4 |    1 : 4    | ['cat', 'claws', 'extendable', 'um'] 
retraction                   |    2 |    1 : 2    | ['censor', 'edit'] 
retractor                    |    2 |    1 : 2    | ['elevator', 'surgical'] 
retread                      |    2 |    1 : 2    | ['tire', 'tyre'] 
retreat                      |   24 |    6 : 1    | ['attack'] 
retreated                    |    2 |    1 : 2    | ['disengaged', 'routed'] 
retreating                   |    2 |    1 : 2    | ['french', 'recede'] 
retribution                  |   10 |    2 : 2    | ['reckoning', 'revenge'] 
retrieval                    |    2 |    1 : 2    | ['information', 'retriever'] 
retrieved                    |    3 |    2 : 1    | ['found'] 
retriever                    |    7 |    2 : 1    | ['golden'] 
retro                        |   23 |    2 : 2    | ['classic', 'past'] 
retro-fitted                 |    2 |    1 : 2    | ['convertible', 'groovy'] 
retrograde                   |    4 |    1 : 4    | ['astronomy', 'diminish', 'retro', 'reverse'] 
retrogression                |    2 |    1 : 2    | ['advancement', 'progression'] 
retrospective                |    4 |    1 : 4    | ['hindsight', 'learning', 'moral', 'transformation'] 
retrospectively              |    2 |    1 : 2    | ['afterwards', 'hindsight'] 
retry                        |    4 |    1 : 4    | ['break', 're3', 'refresh', 'reload'] 
retsina                      |    4 |    1 : 4    | ['greek', 'olive', 'ouzo', 'wine'] 
return                       |   45 |    5 : 1    | ['enter'] 
returned                     |    5 |    1 : 5    | ['back', 'departed', 'gone', 'reciprocated', 'served'] 
